1626106702689;Model.NeuroTagMarkedAsTargetLogEntry;7
1626106702693;Model.SensorTelemetryLogEntry;99;99;99;94;99;91;99;99;C
1626106702693;Model.ExperimentEventLogEntry;started
1626106704069;Model.NeuroTagConfidenceLogEntry;7;0.08596762
1626106704368;Model.NeuroTagConfidenceLogEntry;7;0.1122699
1626106704668;Model.NeuroTagConfidenceLogEntry;7;0.1159666
1626106704968;Model.NeuroTagConfidenceLogEntry;7;0.08180911
1626106705267;Model.NeuroTagConfidenceLogEntry;7;0.1515491
1626106705552;Model.NeuroTagConfidenceLogEntry;7;0.2053611
1626106705851;Model.NeuroTagConfidenceLogEntry;7;0.2342214
1626106706151;Model.NeuroTagConfidenceLogEntry;7;0.1700972
1626106706451;Model.NeuroTagConfidenceLogEntry;7;0.1285264
1626106706785;Model.NeuroTagConfidenceLogEntry;7;0.1780804
1626106707051;Model.NeuroTagConfidenceLogEntry;7;0.1852543
1626106707384;Model.NeuroTagConfidenceLogEntry;7;0.251687
1626106707650;Model.NeuroTagConfidenceLogEntry;7;0.3172846
1626106707950;Model.NeuroTagConfidenceLogEntry;7;0.3353353
1626106708267;Model.NeuroTagMarkedAsTargetLogEntry;2
1626106708268;Model.NeuroTagHitLogEntry;7
1626106710616;Model.NeuroTagConfidenceLogEntry;2;0.1701529
1626106710916;Model.NeuroTagConfidenceLogEntry;2;0.2326005
1626106711215;Model.NeuroTagConfidenceLogEntry;2;0.1874141
1626106711515;Model.NeuroTagConfidenceLogEntry;2;0.1625534
1626106711815;Model.NeuroTagConfidenceLogEntry;2;0.1631242
1626106712115;Model.NeuroTagConfidenceLogEntry;2;0.2581009
1626106712416;Model.NeuroTagConfidenceLogEntry;2;0.2105162
1626106712698;Model.NeuroTagConfidenceLogEntry;2;0.231966
1626106712998;Model.NeuroTagConfidenceLogEntry;2;0.2243603
1626106713297;Model.NeuroTagConfidenceLogEntry;2;0.2402169
1626106713631;Model.NeuroTagConfidenceLogEntry;2;0.2388577
1626106713898;Model.NeuroTagConfidenceLogEntry;2;0.2332679
1626106714181;Model.NeuroTagConfidenceLogEntry;2;0.08914652
1626106714514;Model.NeuroTagConfidenceLogEntry;2;0.01889924
1626106714814;Model.NeuroTagConfidenceLogEntry;2;0.02229359
1626106715114;Model.NeuroTagConfidenceLogEntry;2;0.02751539
1626106715413;Model.NeuroTagConfidenceLogEntry;2;0
1626106718112;Model.NeuroTagConfidenceLogEntry;2;0.03802417
1626106718412;Model.NeuroTagConfidenceLogEntry;2;0.09042615
1626106718712;Model.NeuroTagConfidenceLogEntry;2;0.152417
1626106718994;Model.NeuroTagConfidenceLogEntry;2;0.04926594
1626106719328;Model.NeuroTagConfidenceLogEntry;2;0.08961585
1626106719595;Model.NeuroTagConfidenceLogEntry;2;0.1695401
1626106719895;Model.NeuroTagConfidenceLogEntry;2;0.2389992
1626106720228;Model.NeuroTagConfidenceLogEntry;2;0.3035743
1626106720494;Model.NeuroTagConfidenceLogEntry;2;0.178322
1626106720828;Model.NeuroTagConfidenceLogEntry;2;0.1733945
1626106721128;Model.NeuroTagConfidenceLogEntry;2;0.1564824
1626106721427;Model.NeuroTagConfidenceLogEntry;2;0.1782408
1626106721710;Model.NeuroTagConfidenceLogEntry;2;0.1630855
1626106722010;Model.NeuroTagConfidenceLogEntry;2;0.1238419
1626106722310;Model.NeuroTagConfidenceLogEntry;2;0.078919
1626106722593;Model.NeuroTagConfidenceLogEntry;2;0.06599835
1626106722928;Model.NeuroTagConfidenceLogEntry;2;0.08122359
1626106723193;Model.NeuroTagConfidenceLogEntry;2;0.06785325
1626106723510;Model.NeuroTagConfidenceLogEntry;2;0.05165718
1626106723809;Model.NeuroTagConfidenceLogEntry;2;0.06519439
1626106724110;Model.NeuroTagConfidenceLogEntry;2;0.05069401
1626106724392;Model.NeuroTagConfidenceLogEntry;2;0.05092712
1626106724692;Model.NeuroTagConfidenceLogEntry;2;0.06181485
1626106724993;Model.NeuroTagConfidenceLogEntry;2;0.1317186
1626106725292;Model.NeuroTagConfidenceLogEntry;2;0.1049557
1626106725592;Model.NeuroTagConfidenceLogEntry;2;0.00887035
1626106725894;Model.NeuroTagConfidenceLogEntry;2;0.06023997
1626106726209;Model.NeuroTagConfidenceLogEntry;2;0.05531413
1626106726508;Model.NeuroTagConfidenceLogEntry;2;0.2549659
1626106726792;Model.NeuroTagConfidenceLogEntry;2;0.2577313
1626106727092;Model.NeuroTagConfidenceLogEntry;2;0.250929
