1627750505162;Model.NeuroTagMarkedAsTargetLogEntry;7
1627750505173;Model.SensorTelemetryLogEntry;94;96;97;97;96;95;98;96;D
1627750505173;Model.ExperimentEventLogEntry;started
1627750505427;Model.NeuroTagConfidenceLogEntry;7;0.3372077
1627750505726;Model.NeuroTagConfidenceLogEntry;7;0.289259
1627750506009;Model.NeuroTagConfidenceLogEntry;7;0.3466055
1627750506326;Model.NeuroTagConfidenceLogEntry;7;0.3761334
1627750506625;Model.NeuroTagMarkedAsTargetLogEntry;2
1627750506626;Model.NeuroTagHitLogEntry;7
1627750508958;Model.NeuroTagMarkedAsTargetLogEntry;9
1627750508958;Model.NeuroTagHitLogEntry;2
1627750511307;Model.NeuroTagConfidenceLogEntry;9;0.35106
1627750511641;Model.NeuroTagMarkedAsTargetLogEntry;8
1627750511641;Model.NeuroTagHitLogEntry;9
1627750513973;Model.NeuroTagMarkedAsTargetLogEntry;7
1627750513973;Model.NeuroTagHitLogEntry;8
1627750516304;Model.NeuroTagConfidenceLogEntry;7;0.2061369
1627750516605;Model.NeuroTagConfidenceLogEntry;7;0.2057726
1627750516904;Model.NeuroTagConfidenceLogEntry;7;0.2054646
1627750517187;Model.NeuroTagConfidenceLogEntry;7;0.2200724
1627750517521;Model.NeuroTagConfidenceLogEntry;7;0.1704756
1627750517804;Model.NeuroTagConfidenceLogEntry;7;0.1549387
1627750518104;Model.NeuroTagConfidenceLogEntry;7;0.2181216
1627750518420;Model.NeuroTagConfidenceLogEntry;7;0.1310533
1627750518720;Model.NeuroTagConfidenceLogEntry;7;0.1487386
1627750519003;Model.NeuroTagConfidenceLogEntry;7;0.1422611
1627750519303;Model.NeuroTagConfidenceLogEntry;7;0.142803
1627750519586;Model.NeuroTagConfidenceLogEntry;7;0.1323826
1627750519920;Model.NeuroTagConfidenceLogEntry;7;0.1393612
1627750520220;Model.NeuroTagConfidenceLogEntry;7;0.1913487
1627750520503;Model.NeuroTagConfidenceLogEntry;7;0.1558341
1627750520802;Model.NeuroTagConfidenceLogEntry;7;0.2415277
1627750521102;Model.NeuroTagConfidenceLogEntry;7;0.26795
1627750521419;Model.NeuroTagConfidenceLogEntry;7;0.2716463
1627750521719;Model.NeuroTagConfidenceLogEntry;7;0.3344987
1627750522018;Model.NeuroTagConfidenceLogEntry;7;0.3775688
1627750522302;Model.NeuroTagMarkedAsTargetLogEntry;1
1627750522302;Model.NeuroTagHitLogEntry;7
1627750524651;Model.NeuroTagConfidenceLogEntry;1;0
1627750529466;Model.NeuroTagConfidenceLogEntry;1;0.09533715
1627750529732;Model.NeuroTagConfidenceLogEntry;1;0.06645044
1627750530065;Model.NeuroTagConfidenceLogEntry;1;0.1249193
1627750530365;Model.NeuroTagConfidenceLogEntry;1;0.112658
1627750530665;Model.NeuroTagConfidenceLogEntry;1;0.1775278
1627750530965;Model.NeuroTagConfidenceLogEntry;1;0.2427658
1627750531264;Model.NeuroTagConfidenceLogEntry;1;0.271275
1627750531564;Model.NeuroTagConfidenceLogEntry;1;0.3687895
1627750531865;Model.NeuroTagMarkedAsTargetLogEntry;2
1627750531865;Model.NeuroTagHitLogEntry;1
1627750534197;Model.NeuroTagConfidenceLogEntry;2;0.1444304
1627750534497;Model.NeuroTagConfidenceLogEntry;2;0.1614756
1627750534830;Model.NeuroTagConfidenceLogEntry;2;0.1423608
1627750535130;Model.NeuroTagConfidenceLogEntry;2;0.1384991
1627750535379;Model.NeuroTagConfidenceLogEntry;2;0.1898446
1627750535713;Model.NeuroTagConfidenceLogEntry;2;0.2028982
1627750536013;Model.NeuroTagConfidenceLogEntry;2;0.2316511
1627750536313;Model.NeuroTagConfidenceLogEntry;2;0.1471563
1627750536613;Model.NeuroTagConfidenceLogEntry;2;0.1618736
1627750536895;Model.NeuroTagConfidenceLogEntry;2;0.2015143
1627750537212;Model.NeuroTagConfidenceLogEntry;2;0.3003311
1627750537496;Model.NeuroTagConfidenceLogEntry;2;0.3195435
1627750537796;Model.NeuroTagMarkedAsTargetLogEntry;7
1627750537796;Model.NeuroTagHitLogEntry;2
1627750540160;Model.NeuroTagMarkedAsTargetLogEntry;0
1627750540161;Model.NeuroTagHitLogEntry;7
1627750542493;Model.NeuroTagConfidenceLogEntry;0;0.07138227
1627750542793;Model.NeuroTagConfidenceLogEntry;0;0.1422456
1627750543093;Model.NeuroTagConfidenceLogEntry;0;0.1248255
1627750543393;Model.NeuroTagConfidenceLogEntry;0;0.1584567
1627750543726;Model.NeuroTagConfidenceLogEntry;0;0.2511994
1627750544008;Model.NeuroTagConfidenceLogEntry;0;0.2529972
1627750544309;Model.NeuroTagConfidenceLogEntry;0;0.2600226
1627750544609;Model.NeuroTagConfidenceLogEntry;0;0.3177294
1627750544908;Model.NeuroTagConfidenceLogEntry;0;0.2925778
1627750545191;Model.NeuroTagConfidenceLogEntry;0;0.2660614
1627750545492;Model.NeuroTagConfidenceLogEntry;0;0.3072114
1627750545792;Model.NeuroTagConfidenceLogEntry;0;0.2657403
1627750546092;Model.NeuroTagConfidenceLogEntry;0;0.3178804
1627750546391;Model.NeuroTagConfidenceLogEntry;0;0.3159659
1627750546691;Model.NeuroTagConfidenceLogEntry;0;0.3043508
1627750547025;Model.NeuroTagConfidenceLogEntry;0;0.3093808
1627750547290;Model.NeuroTagConfidenceLogEntry;0;0.310882
1627750547591;Model.NeuroTagConfidenceLogEntry;0;0.3358898
1627750547891;Model.NeuroTagConfidenceLogEntry;0;0.3119965
1627750548191;Model.NeuroTagMarkedAsTargetLogEntry;8
1627750548191;Model.NeuroTagHitLogEntry;0
1627750550556;Model.NeuroTagConfidenceLogEntry;8;0.1641414
1627750550856;Model.NeuroTagConfidenceLogEntry;8;0.1659538
1627750551156;Model.NeuroTagConfidenceLogEntry;8;0.1883073
1627750551456;Model.NeuroTagConfidenceLogEntry;8;0.2441067
1627750551739;Model.NeuroTagMarkedAsTargetLogEntry;7
1627750551739;Model.NeuroTagHitLogEntry;8
1627750554104;Model.NeuroTagConfidenceLogEntry;7;0.2221259
1627750554405;Model.NeuroTagConfidenceLogEntry;7;0.2742921
1627750554689;Model.NeuroTagConfidenceLogEntry;7;0.2809916
1627750554988;Model.NeuroTagConfidenceLogEntry;7;0.2738034
1627750555287;Model.NeuroTagConfidenceLogEntry;7;0.2507105
1627750555587;Model.NeuroTagConfidenceLogEntry;7;0.2756478
1627750555887;Model.NeuroTagConfidenceLogEntry;7;0.3678732
1627750556187;Model.NeuroTagConfidenceLogEntry;7;0.345308
1627750556470;Model.NeuroTagConfidenceLogEntry;7;0.3222511
1627750556803;Model.NeuroTagConfidenceLogEntry;7;0.2858931
1627750557103;Model.NeuroTagConfidenceLogEntry;7;0.1806383
1627750557402;Model.NeuroTagConfidenceLogEntry;7;0.211784
1627750557703;Model.NeuroTagConfidenceLogEntry;7;0.2777638
1627750558003;Model.NeuroTagConfidenceLogEntry;7;0.2396122
1627750558302;Model.NeuroTagConfidenceLogEntry;7;0.1601354
1627750558586;Model.NeuroTagConfidenceLogEntry;7;0.1589421
1627750558885;Model.NeuroTagConfidenceLogEntry;7;0.1582697
1627750559219;Model.NeuroTagConfidenceLogEntry;7;0.1542871
1627750559518;Model.NeuroTagConfidenceLogEntry;7;0.1822513
1627750559785;Model.NeuroTagConfidenceLogEntry;7;0.1154988
1627750560118;Model.NeuroTagConfidenceLogEntry;7;0.08914707
1627750560401;Model.NeuroTagConfidenceLogEntry;7;0.09794118
1627750560701;Model.NeuroTagConfidenceLogEntry;7;0.1528585
1627750561017;Model.NeuroTagConfidenceLogEntry;7;0.1335254
1627750561300;Model.NeuroTagConfidenceLogEntry;7;0.06671812
1627750561601;Model.NeuroTagConfidenceLogEntry;7;0.1141337
1627750561901;Model.NeuroTagConfidenceLogEntry;7;0.1021366
1627750562184;Model.NeuroTagConfidenceLogEntry;7;0.2768242
1627750562483;Model.NeuroTagConfidenceLogEntry;7;0.3466733
1627750562800;Model.NeuroTagMarkedAsTargetLogEntry;6
1627750562800;Model.NeuroTagHitLogEntry;7
1627750565133;Model.NeuroTagConfidenceLogEntry;6;0.1449847
1627750565432;Model.NeuroTagConfidenceLogEntry;6;0.1621787
1627750565766;Model.NeuroTagConfidenceLogEntry;6;0.2358147
1627750566049;Model.NeuroTagConfidenceLogEntry;6;0.2859288
1627750566349;Model.NeuroTagConfidenceLogEntry;6;0.3677462
1627750566632;Model.NeuroTagConfidenceLogEntry;6;0.3781447
1627750566932;Model.NeuroTagMarkedAsTargetLogEntry;2
1627750566932;Model.NeuroTagHitLogEntry;6
1627750569280;Model.NeuroTagConfidenceLogEntry;2;0.2408076
1627750569581;Model.NeuroTagConfidenceLogEntry;2;0.2563702
1627750569914;Model.NeuroTagConfidenceLogEntry;2;0.3090072
1627750570197;Model.NeuroTagConfidenceLogEntry;2;0.3642517
1627750570497;Model.NeuroTagConfidenceLogEntry;2;0.3628487
1627750570780;Model.NeuroTagConfidenceLogEntry;2;0.3640759
1627750571079;Model.NeuroTagConfidenceLogEntry;2;0.3731874
1627750571380;Model.NeuroTagMarkedAsTargetLogEntry;6
1627750571380;Model.NeuroTagHitLogEntry;2
1627750573729;Model.NeuroTagConfidenceLogEntry;6;0.3281484
1627750574028;Model.NeuroTagConfidenceLogEntry;6;0.3463405
1627750574328;Model.NeuroTagConfidenceLogEntry;6;0.2268853
1627750574645;Model.NeuroTagConfidenceLogEntry;6;0.1855115
1627750574944;Model.NeuroTagConfidenceLogEntry;6;0.1858745
1627750575245;Model.NeuroTagConfidenceLogEntry;6;0.1920383
1627750575527;Model.NeuroTagConfidenceLogEntry;6;0.1441876
1627750575827;Model.NeuroTagConfidenceLogEntry;6;0.1320903
1627750576161;Model.NeuroTagConfidenceLogEntry;6;0.07478072
1627750576461;Model.NeuroTagConfidenceLogEntry;6;0.05390037
1627750576744;Model.NeuroTagConfidenceLogEntry;6;0.1224477
1627750577044;Model.NeuroTagConfidenceLogEntry;6;0.1518271
1627750577343;Model.NeuroTagConfidenceLogEntry;6;0.1776332
1627750577643;Model.NeuroTagConfidenceLogEntry;6;0.1469084
1627750577943;Model.NeuroTagConfidenceLogEntry;6;0.08805808
1627750578243;Model.NeuroTagConfidenceLogEntry;6;0.09423231
1627750578577;Model.NeuroTagConfidenceLogEntry;6;0.08917318
1627750578827;Model.NeuroTagConfidenceLogEntry;6;0.1137263
1627750579143;Model.NeuroTagConfidenceLogEntry;6;0.1171408
1627750579460;Model.NeuroTagConfidenceLogEntry;6;0.09364595
1627750579759;Model.NeuroTagConfidenceLogEntry;6;0.1025725
1627750580059;Model.NeuroTagConfidenceLogEntry;6;0.09092288
1627750580359;Model.NeuroTagConfidenceLogEntry;6;0.1298827
1627750580659;Model.NeuroTagConfidenceLogEntry;6;0.2293485
1627750580959;Model.NeuroTagConfidenceLogEntry;6;0.2850598
1627750581259;Model.NeuroTagConfidenceLogEntry;6;0.2290586
1627750581542;Model.NeuroTagConfidenceLogEntry;6;0.2610678
1627750581841;Model.NeuroTagConfidenceLogEntry;6;0.321704
1627750582141;Model.NeuroTagMarkedAsTargetLogEntry;5
1627750582142;Model.NeuroTagHitLogEntry;6
1627750585090;Model.NeuroTagConfidenceLogEntry;5;0.02907588
1627750585390;Model.NeuroTagConfidenceLogEntry;5;0.0585127
1627750585690;Model.NeuroTagConfidenceLogEntry;5;0.08300513
1627750586023;Model.NeuroTagConfidenceLogEntry;5;0.1277518
1627750586290;Model.NeuroTagConfidenceLogEntry;5;0.2993806
1627750586589;Model.NeuroTagMarkedAsTargetLogEntry;4
1627750586589;Model.NeuroTagHitLogEntry;5
1627750588938;Model.NeuroTagConfidenceLogEntry;4;0.1505502
1627750589255;Model.NeuroTagConfidenceLogEntry;4;0.1944291
1627750589554;Model.NeuroTagConfidenceLogEntry;4;0.214972
1627750589821;Model.NeuroTagConfidenceLogEntry;4;0.2482024
1627750590155;Model.NeuroTagConfidenceLogEntry;4;0.2504624
1627750590455;Model.NeuroTagConfidenceLogEntry;4;0.3603455
1627750590754;Model.NeuroTagConfidenceLogEntry;4;0.3761174
1627750591038;Model.NeuroTagMarkedAsTargetLogEntry;7
1627750591038;Model.NeuroTagHitLogEntry;4
1627750593387;Model.NeuroTagConfidenceLogEntry;7;0.3485839
1627750593686;Model.NeuroTagConfidenceLogEntry;7;0.2672873
1627750593987;Model.NeuroTagConfidenceLogEntry;7;0.2288422
