1625934439457;Model.NeuroTagMarkedAsTargetLogEntry;7
1625934439462;Model.SensorTelemetryLogEntry;97;97;98;97;97;75;97;98;B
1625934439462;Model.ExperimentEventLogEntry;started
1625934440605;Model.NeuroTagConfidenceLogEntry;7;0.07806954
1625934440904;Model.NeuroTagConfidenceLogEntry;7;0.09299324
1625934441204;Model.NeuroTagConfidenceLogEntry;7;0.2014576
1625934441488;Model.NeuroTagConfidenceLogEntry;7;0.2935617
1625934441821;Model.NeuroTagConfidenceLogEntry;7;0.3167912
1625934442088;Model.NeuroTagMarkedAsTargetLogEntry;2
1625934442088;Model.NeuroTagHitLogEntry;7
1625934444436;Model.NeuroTagMarkedAsTargetLogEntry;9
1625934444436;Model.NeuroTagHitLogEntry;2
1625934446802;Model.NeuroTagMarkedAsTargetLogEntry;8
1625934446808;Model.NeuroTagHitLogEntry;9
1625934449134;Model.NeuroTagMarkedAsTargetLogEntry;7
1625934449134;Model.NeuroTagHitLogEntry;8
1625934451499;Model.NeuroTagMarkedAsTargetLogEntry;1
1625934451500;Model.NeuroTagHitLogEntry;7
1625934453849;Model.NeuroTagMarkedAsTargetLogEntry;2
1625934453849;Model.NeuroTagHitLogEntry;1
1625934456181;Model.NeuroTagMarkedAsTargetLogEntry;7
1625934456181;Model.NeuroTagHitLogEntry;2
1625934458546;Model.NeuroTagMarkedAsTargetLogEntry;0
1625934458546;Model.NeuroTagHitLogEntry;7
1625934460879;Model.NeuroTagMarkedAsTargetLogEntry;8
1625934460879;Model.NeuroTagHitLogEntry;0
1625934463244;Model.NeuroTagMarkedAsTargetLogEntry;7
1625934463244;Model.NeuroTagHitLogEntry;8
1625934465593;Model.NeuroTagMarkedAsTargetLogEntry;6
1625934465594;Model.NeuroTagHitLogEntry;7
1625934467926;Model.NeuroTagMarkedAsTargetLogEntry;2
1625934467926;Model.NeuroTagHitLogEntry;6
1625934467926;Model.NeuroTagConfidenceLogEntry;2;0
1625934470274;Model.NeuroTagMarkedAsTargetLogEntry;6
1625934470275;Model.NeuroTagHitLogEntry;2
1625934472623;Model.NeuroTagConfidenceLogEntry;6;0.05026533
1625934472940;Model.NeuroTagConfidenceLogEntry;6;0.1113155
1625934473240;Model.NeuroTagConfidenceLogEntry;6;0.1471985
1625934473522;Model.NeuroTagConfidenceLogEntry;6;0.1557937
1625934473822;Model.NeuroTagMarkedAsTargetLogEntry;5
1625934473822;Model.NeuroTagHitLogEntry;6
1625934473822;Model.NeuroTagConfidenceLogEntry;5;0.0005705762
1625934476188;Model.NeuroTagMarkedAsTargetLogEntry;4
1625934476188;Model.NeuroTagHitLogEntry;5
1625934478522;Model.NeuroTagMarkedAsTargetLogEntry;7
1625934478522;Model.NeuroTagHitLogEntry;4
1625934480870;Model.NeuroTagMarkedAsTargetLogEntry;2
1625934480870;Model.NeuroTagHitLogEntry;7
1625934483235;Model.NeuroTagMarkedAsTargetLogEntry;5
1625934483235;Model.NeuroTagHitLogEntry;2
1625934485567;Model.NeuroTagMarkedAsTargetLogEntry;1
1625934485568;Model.NeuroTagHitLogEntry;5
1625934487900;Model.NeuroTagMarkedAsTargetLogEntry;8
1625934487900;Model.NeuroTagHitLogEntry;1
1625934487900;Model.NeuroTagConfidenceLogEntry;8;0.0730082
1625934490264;Model.NeuroTagMarkedAsTargetLogEntry;0
1625934490265;Model.NeuroTagHitLogEntry;8
1625934492630;Model.NeuroTagMarkedAsTargetLogEntry;5
1625934492630;Model.NeuroTagHitLogEntry;0
1625934492631;Model.NeuroTagConfidenceLogEntry;5;0
1625934494962;Model.NeuroTagMarkedAsTargetLogEntry;2
1625934494963;Model.NeuroTagHitLogEntry;5
