1625923711144;Model.NeuroTagMarkedAsTargetLogEntry;7
1625923711148;Model.SensorTelemetryLogEntry;94;97;93;92;94;96;78;86;C
1625923711149;Model.ExperimentEventLogEntry;started
1625923712708;Model.NeuroTagConfidenceLogEntry;7;0.03965032
1625923713007;Model.NeuroTagConfidenceLogEntry;7;0.1022507
1625923713290;Model.NeuroTagConfidenceLogEntry;7;0.1026907
1625923713590;Model.NeuroTagConfidenceLogEntry;7;0.06875941
1625923713890;Model.NeuroTagConfidenceLogEntry;7;0.09613586
1625923714206;Model.NeuroTagConfidenceLogEntry;7;0.1356648
1625923714507;Model.NeuroTagConfidenceLogEntry;7;0.1425612
1625923714790;Model.NeuroTagConfidenceLogEntry;7;0.1019148
1625923715106;Model.NeuroTagConfidenceLogEntry;7;0.07671797
1625923715406;Model.NeuroTagConfidenceLogEntry;7;0.172705
1625923715706;Model.NeuroTagConfidenceLogEntry;7;0.1847759
1625923716006;Model.NeuroTagConfidenceLogEntry;7;0.264713
1625923716289;Model.NeuroTagConfidenceLogEntry;7;0.2598788
1625923716589;Model.NeuroTagConfidenceLogEntry;7;0.2429764
1625923716922;Model.NeuroTagConfidenceLogEntry;7;0.2704998
1625923717188;Model.NeuroTagConfidenceLogEntry;7;0.2781831
1625923717522;Model.NeuroTagConfidenceLogEntry;7;0.2997676
1625923717821;Model.NeuroTagConfidenceLogEntry;7;0.214996
1625923718122;Model.NeuroTagConfidenceLogEntry;7;0.1917925
1625923718421;Model.NeuroTagConfidenceLogEntry;7;0.1211583
1625923718723;Model.NeuroTagConfidenceLogEntry;7;0.1730701
1625923718988;Model.NeuroTagConfidenceLogEntry;7;0.1210795
1625923719320;Model.NeuroTagConfidenceLogEntry;7;0.170603
1625923719620;Model.NeuroTagConfidenceLogEntry;7;0.1261938
1625923719904;Model.NeuroTagConfidenceLogEntry;7;0.2017719
1625923720204;Model.NeuroTagConfidenceLogEntry;7;0.2152208
1625923720503;Model.NeuroTagConfidenceLogEntry;7;0.2384609
1625923720804;Model.NeuroTagMarkedAsTargetLogEntry;2
1625923720804;Model.NeuroTagHitLogEntry;7
1625923723169;Model.NeuroTagConfidenceLogEntry;2;0.02766187
1625923723452;Model.NeuroTagConfidenceLogEntry;2;0.05520851
