1625936475184;Model.NeuroTagMarkedAsTargetLogEntry;7
1625936475189;Model.SensorTelemetryLogEntry;97;95;97;92;97;97;98;97;B
1625936475189;Model.ExperimentEventLogEntry;started
1625936476964;Model.NeuroTagConfidenceLogEntry;7;0.02235725
1625936477280;Model.NeuroTagConfidenceLogEntry;7;0.0495144
1625936477563;Model.NeuroTagConfidenceLogEntry;7;0.1484005
1625936477862;Model.NeuroTagConfidenceLogEntry;7;0.177572
1625936478180;Model.NeuroTagConfidenceLogEntry;7;0.227277
1625936478463;Model.NeuroTagConfidenceLogEntry;7;0.2862473
1625936478763;Model.NeuroTagMarkedAsTargetLogEntry;2
1625936478764;Model.NeuroTagHitLogEntry;7
1625936481095;Model.NeuroTagMarkedAsTargetLogEntry;9
1625936481095;Model.NeuroTagHitLogEntry;2
1625936483460;Model.NeuroTagMarkedAsTargetLogEntry;8
1625936483460;Model.NeuroTagHitLogEntry;9
1625936485810;Model.NeuroTagMarkedAsTargetLogEntry;7
1625936485810;Model.NeuroTagHitLogEntry;8
1625936485810;Model.NeuroTagConfidenceLogEntry;7;0.02958942
1625936488175;Model.NeuroTagMarkedAsTargetLogEntry;1
1625936488175;Model.NeuroTagHitLogEntry;7
1625936490490;Model.NeuroTagMarkedAsTargetLogEntry;2
1625936490491;Model.NeuroTagHitLogEntry;1
1625936490491;Model.NeuroTagConfidenceLogEntry;2;0.09885417
1625936492856;Model.NeuroTagMarkedAsTargetLogEntry;7
1625936492856;Model.NeuroTagHitLogEntry;2
1625936492856;Model.NeuroTagConfidenceLogEntry;7;0
1625936495188;Model.NeuroTagMarkedAsTargetLogEntry;0
1625936495188;Model.NeuroTagHitLogEntry;7
1625936497554;Model.NeuroTagConfidenceLogEntry;0;0.2423503
1625936497839;Model.NeuroTagConfidenceLogEntry;0;0.3217498
1625936498170;Model.NeuroTagConfidenceLogEntry;0;0.2761634
1625936498470;Model.NeuroTagConfidenceLogEntry;0;0.2898095
1625936498753;Model.NeuroTagConfidenceLogEntry;0;0.2697946
1625936499070;Model.NeuroTagMarkedAsTargetLogEntry;8
1625936499070;Model.NeuroTagHitLogEntry;0
1625936501402;Model.NeuroTagMarkedAsTargetLogEntry;7
1625936501402;Model.NeuroTagHitLogEntry;8
1625936501402;Model.NeuroTagConfidenceLogEntry;7;0.09487837
1625936503751;Model.NeuroTagMarkedAsTargetLogEntry;6
1625936503751;Model.NeuroTagHitLogEntry;7
1625936506100;Model.NeuroTagMarkedAsTargetLogEntry;2
1625936506100;Model.NeuroTagHitLogEntry;6
1625936506100;Model.NeuroTagConfidenceLogEntry;2;0
