1625937150039;Model.NeuroTagMarkedAsTargetLogEntry;7
1625937150044;Model.SensorTelemetryLogEntry;62;61;62;62;61;1;62;46;A
1625937150044;Model.ExperimentEventLogEntry;started
1625937151536;Model.NeuroTagConfidenceLogEntry;7;0.01761079
1625937151836;Model.NeuroTagConfidenceLogEntry;7;0.07757374
1625937152100;Model.NeuroTagConfidenceLogEntry;7;0.120436
1625937152434;Model.NeuroTagConfidenceLogEntry;7;0.2910548
1625937152733;Model.NeuroTagMarkedAsTargetLogEntry;2
1625937152734;Model.NeuroTagHitLogEntry;7
1625937155099;Model.NeuroTagMarkedAsTargetLogEntry;9
1625937155100;Model.NeuroTagHitLogEntry;2
1625937157414;Model.NeuroTagMarkedAsTargetLogEntry;8
1625937157415;Model.NeuroTagHitLogEntry;9
1625937159763;Model.NeuroTagMarkedAsTargetLogEntry;7
1625937159763;Model.NeuroTagHitLogEntry;8
1625937162113;Model.NeuroTagMarkedAsTargetLogEntry;1
1625937162113;Model.NeuroTagHitLogEntry;7
1625937164461;Model.NeuroTagMarkedAsTargetLogEntry;2
1625937164462;Model.NeuroTagHitLogEntry;1
1625937166810;Model.NeuroTagMarkedAsTargetLogEntry;7
1625937166810;Model.NeuroTagHitLogEntry;2
1625937169159;Model.NeuroTagMarkedAsTargetLogEntry;0
1625937169159;Model.NeuroTagHitLogEntry;7
1625937171508;Model.NeuroTagMarkedAsTargetLogEntry;8
1625937171508;Model.NeuroTagHitLogEntry;0
1625937171508;Model.NeuroTagConfidenceLogEntry;8;0.01357094
1625937173858;Model.NeuroTagMarkedAsTargetLogEntry;7
1625937173858;Model.NeuroTagHitLogEntry;8
1625937173858;Model.NeuroTagConfidenceLogEntry;7;0.02675454
1625937176206;Model.NeuroTagMarkedAsTargetLogEntry;6
1625937176206;Model.NeuroTagHitLogEntry;7
1625937178538;Model.NeuroTagMarkedAsTargetLogEntry;2
1625937178538;Model.NeuroTagHitLogEntry;6
1625937180922;Model.NeuroTagMarkedAsTargetLogEntry;6
1625937180922;Model.NeuroTagHitLogEntry;2
1625937183238;Model.NeuroTagMarkedAsTargetLogEntry;5
1625937183238;Model.NeuroTagHitLogEntry;6
