1626196798596;Model.NeuroTagMarkedAsTargetLogEntry;7
1626196798600;Model.SensorTelemetryLogEntry;89;89;96;96;93;94;96;94;C
1626196798600;Model.ExperimentEventLogEntry;started
1626196802079;Model.NeuroTagConfidenceLogEntry;7;0.2656438
1626196802359;Model.NeuroTagConfidenceLogEntry;7;0.2535126
1626196802658;Model.NeuroTagConfidenceLogEntry;7;0.2211677
1626196802960;Model.NeuroTagConfidenceLogEntry;7;0.2199326
1626196803275;Model.NeuroTagConfidenceLogEntry;7;0.1302707
1626196803575;Model.NeuroTagMarkedAsTargetLogEntry;2
1626196803575;Model.NeuroTagConfidenceLogEntry;2;0.1034694
1626196805906;Model.NeuroTagConfidenceLogEntry;2;0.09280204
1626196806206;Model.NeuroTagConfidenceLogEntry;2;0.1165243
1626196806523;Model.NeuroTagConfidenceLogEntry;2;0.1629691
1626196806792;Model.NeuroTagConfidenceLogEntry;2;0.2097136
1626196807124;Model.NeuroTagConfidenceLogEntry;2;0.285009
1626196807406;Model.NeuroTagMarkedAsTargetLogEntry;9
1626196807407;Model.NeuroTagHitLogEntry;2
1626196809738;Model.NeuroTagConfidenceLogEntry;9;0.08837016
1626196810055;Model.NeuroTagConfidenceLogEntry;9;0.1843654
1626196810355;Model.NeuroTagConfidenceLogEntry;9;0.1285662
1626196810671;Model.NeuroTagConfidenceLogEntry;9;0.1142783
1626196810971;Model.NeuroTagConfidenceLogEntry;9;0.1192423
1626196811237;Model.NeuroTagConfidenceLogEntry;9;0.1713404
1626196811554;Model.NeuroTagConfidenceLogEntry;9;0.1579071
1626196811854;Model.NeuroTagConfidenceLogEntry;9;0.1008807
1626196812137;Model.NeuroTagConfidenceLogEntry;9;0.1604303
1626196812437;Model.NeuroTagConfidenceLogEntry;9;0.1169367
1626196812753;Model.NeuroTagConfidenceLogEntry;9;0.2054265
1626196813070;Model.NeuroTagConfidenceLogEntry;9;0.2647158
1626196813369;Model.NeuroTagConfidenceLogEntry;9;0.2315045
1626196813653;Model.NeuroTagConfidenceLogEntry;9;0.2040778
1626196813953;Model.NeuroTagConfidenceLogEntry;9;0.2641182
1626196814269;Model.NeuroTagConfidenceLogEntry;9;0.308696
1626196814536;Model.NeuroTagMarkedAsTargetLogEntry;8
1626196814537;Model.NeuroTagHitLogEntry;9
1626196816935;Model.NeuroTagMarkedAsTargetLogEntry;7
1626196816935;Model.NeuroTagHitLogEntry;8
1626196816935;Model.NeuroTagConfidenceLogEntry;7;0.149613
1626196819250;Model.NeuroTagMarkedAsTargetLogEntry;1
1626196819250;Model.NeuroTagHitLogEntry;7
1626196821599;Model.NeuroTagMarkedAsTargetLogEntry;2
1626196821600;Model.NeuroTagHitLogEntry;1
1626196821600;Model.NeuroTagConfidenceLogEntry;2;0.1199067
1626196823965;Model.NeuroTagMarkedAsTargetLogEntry;7
1626196823965;Model.NeuroTagHitLogEntry;2
1626196823965;Model.NeuroTagConfidenceLogEntry;7;0
1626196826297;Model.NeuroTagMarkedAsTargetLogEntry;0
1626196826297;Model.NeuroTagHitLogEntry;7
1626196828646;Model.NeuroTagMarkedAsTargetLogEntry;8
1626196828646;Model.NeuroTagHitLogEntry;0
1626196830979;Model.NeuroTagConfidenceLogEntry;8;0.2372008
1626196831278;Model.NeuroTagConfidenceLogEntry;8;0.2164013
1626196831578;Model.NeuroTagConfidenceLogEntry;8;0.2952532
1626196831895;Model.NeuroTagConfidenceLogEntry;8;0.2780435
1626196832195;Model.NeuroTagMarkedAsTargetLogEntry;7
1626196832195;Model.NeuroTagHitLogEntry;8
1626196834527;Model.NeuroTagMarkedAsTargetLogEntry;6
1626196834527;Model.NeuroTagHitLogEntry;7
1626196836876;Model.NeuroTagMarkedAsTargetLogEntry;2
1626196836877;Model.NeuroTagHitLogEntry;6
1626196839225;Model.NeuroTagMarkedAsTargetLogEntry;6
1626196839225;Model.NeuroTagHitLogEntry;2
1626196841590;Model.NeuroTagMarkedAsTargetLogEntry;5
1626196841590;Model.NeuroTagHitLogEntry;6
1626196843923;Model.NeuroTagMarkedAsTargetLogEntry;4
1626196843923;Model.NeuroTagHitLogEntry;5
1626196846288;Model.NeuroTagConfidenceLogEntry;4;0.2119826
1626196846571;Model.NeuroTagConfidenceLogEntry;4;0.2726915
1626196846904;Model.NeuroTagConfidenceLogEntry;4;0.2373944
1626196847188;Model.NeuroTagConfidenceLogEntry;4;0.2494712
1626196847487;Model.NeuroTagConfidenceLogEntry;4;0.2663426
1626196847805;Model.NeuroTagMarkedAsTargetLogEntry;7
1626196847805;Model.NeuroTagHitLogEntry;4
1626196847805;Model.NeuroTagConfidenceLogEntry;7;0
1626196850137;Model.NeuroTagConfidenceLogEntry;7;0.306774
1626196850403;Model.NeuroTagConfidenceLogEntry;7;0.2710358
