1626452479137;Model.NeuroTagMarkedAsTargetLogEntry;7
1626452479149;Model.SensorTelemetryLogEntry;99;99;98;98;99;98;99;99;D
1626452479149;Model.ExperimentEventLogEntry;started
1626452479371;Model.NeuroTagConfidenceLogEntry;7;0.02320419
1626452479668;Model.NeuroTagConfidenceLogEntry;7;0
1626452479952;Model.NeuroTagConfidenceLogEntry;7;0.01960473
1626452480268;Model.NeuroTagConfidenceLogEntry;7;0
1626452482084;Model.NeuroTagConfidenceLogEntry;7;0.04027786
1626452482350;Model.NeuroTagConfidenceLogEntry;7;0.02850868
1626452482667;Model.NeuroTagConfidenceLogEntry;7;0
1626452482966;Model.NeuroTagConfidenceLogEntry;7;0.009389658
1626452483249;Model.NeuroTagConfidenceLogEntry;7;0.1303837
1626452483550;Model.NeuroTagConfidenceLogEntry;7;0.2222753
1626452483866;Model.NeuroTagConfidenceLogEntry;7;0.2370423
1626452484183;Model.NeuroTagConfidenceLogEntry;7;0.2844651
1626452484450;Model.NeuroTagMarkedAsTargetLogEntry;2
1626452484451;Model.NeuroTagHitLogEntry;7
1626452486798;Model.NeuroTagConfidenceLogEntry;2;0
1626452487698;Model.NeuroTagConfidenceLogEntry;2;0.04646657
1626452488014;Model.NeuroTagConfidenceLogEntry;2;0.1102771
1626452488313;Model.NeuroTagConfidenceLogEntry;2;0.1273232
1626452488613;Model.NeuroTagConfidenceLogEntry;2;0.2201932
1626452488932;Model.NeuroTagMarkedAsTargetLogEntry;9
1626452488932;Model.NeuroTagHitLogEntry;2
1626452491247;Model.NeuroTagConfidenceLogEntry;9;0.05854193
1626452491562;Model.NeuroTagConfidenceLogEntry;9;0.02098323
1626452491862;Model.NeuroTagConfidenceLogEntry;9;0.05873834
1626452492179;Model.NeuroTagConfidenceLogEntry;9;0.1260806
1626452492445;Model.NeuroTagConfidenceLogEntry;9;0.1374344
1626452492763;Model.NeuroTagConfidenceLogEntry;9;0.1674175
1626452493079;Model.NeuroTagConfidenceLogEntry;9;0.1458016
1626452493345;Model.NeuroTagConfidenceLogEntry;9;0.1860129
1626452493662;Model.NeuroTagConfidenceLogEntry;9;0.2216661
1626452493979;Model.NeuroTagConfidenceLogEntry;9;0.2820958
1626452494245;Model.NeuroTagConfidenceLogEntry;9;0.2979464
1626452494545;Model.NeuroTagConfidenceLogEntry;9;0.2763616
1626452494861;Model.NeuroTagConfidenceLogEntry;9;0.2653423
1626452495144;Model.NeuroTagConfidenceLogEntry;9;0.2622543
1626452495478;Model.NeuroTagMarkedAsTargetLogEntry;8
1626452495478;Model.NeuroTagHitLogEntry;9
1626452497810;Model.NeuroTagConfidenceLogEntry;8;0.0815935
1626452498109;Model.NeuroTagConfidenceLogEntry;8;0.1337906
1626452498393;Model.NeuroTagConfidenceLogEntry;8;0.1440661
1626452498709;Model.NeuroTagConfidenceLogEntry;8;0.1439876
1626452499009;Model.NeuroTagConfidenceLogEntry;8;0.1671724
1626452499292;Model.NeuroTagConfidenceLogEntry;8;0.2174078
1626452499625;Model.NeuroTagConfidenceLogEntry;8;0.2317399
1626452499909;Model.NeuroTagConfidenceLogEntry;8;0.2214437
1626452500209;Model.NeuroTagConfidenceLogEntry;8;0.2405671
1626452500526;Model.NeuroTagConfidenceLogEntry;8;0.2300649
1626452500792;Model.NeuroTagConfidenceLogEntry;8;0.2097612
1626452501108;Model.NeuroTagConfidenceLogEntry;8;0.2073814
1626452501425;Model.NeuroTagConfidenceLogEntry;8;0.1754046
1626452501691;Model.NeuroTagConfidenceLogEntry;8;0.1913727
1626452502007;Model.NeuroTagConfidenceLogEntry;8;0.167059
1626452502308;Model.NeuroTagConfidenceLogEntry;8;0.1651526
1626452502624;Model.NeuroTagConfidenceLogEntry;8;0.09886905
1626452502892;Model.NeuroTagConfidenceLogEntry;8;0.1268796
1626452503208;Model.NeuroTagConfidenceLogEntry;8;0.1253005
1626452503507;Model.NeuroTagConfidenceLogEntry;8;0.04723731
1626452503791;Model.NeuroTagConfidenceLogEntry;8;0.009419716
1626452504091;Model.NeuroTagConfidenceLogEntry;8;0.03835074
1626452504407;Model.NeuroTagConfidenceLogEntry;8;0.04472588
1626452504707;Model.NeuroTagConfidenceLogEntry;8;0.02743765
1626452504990;Model.NeuroTagConfidenceLogEntry;8;0.07148135
1626452505290;Model.NeuroTagConfidenceLogEntry;8;0.03857898
1626452505607;Model.NeuroTagConfidenceLogEntry;8;0.03297871
1626452505906;Model.NeuroTagConfidenceLogEntry;8;0.1120442
1626452506222;Model.NeuroTagConfidenceLogEntry;8;0.222252
1626452506522;Model.NeuroTagConfidenceLogEntry;8;0.1942097
1626452506806;Model.NeuroTagConfidenceLogEntry;8;0.2221286
1626452507106;Model.NeuroTagConfidenceLogEntry;8;0.2318332
1626452507405;Model.NeuroTagConfidenceLogEntry;8;0.2055424
1626452507705;Model.NeuroTagConfidenceLogEntry;8;0.1782899
1626452508022;Model.NeuroTagConfidenceLogEntry;8;0.2545665
1626452508288;Model.NeuroTagConfidenceLogEntry;8;0.2515693
1626452508605;Model.NeuroTagConfidenceLogEntry;8;0.2606824
1626452508922;Model.NeuroTagConfidenceLogEntry;8;0.264142
1626452509188;Model.NeuroTagConfidenceLogEntry;8;0.2591752
1626452509505;Model.NeuroTagConfidenceLogEntry;8;0.2287928
1626452509804;Model.NeuroTagConfidenceLogEntry;8;0.2801896
1626452510088;Model.NeuroTagMarkedAsTargetLogEntry;7
1626452510088;Model.NeuroTagHitLogEntry;8
1626452512453;Model.NeuroTagConfidenceLogEntry;7;0.03680258
1626452512754;Model.NeuroTagConfidenceLogEntry;7;0.0857859
1626452513036;Model.NeuroTagConfidenceLogEntry;7;0.1454287
1626452513353;Model.NeuroTagConfidenceLogEntry;7;0.141876
1626452513653;Model.NeuroTagConfidenceLogEntry;7;0.1385907
1626452513936;Model.NeuroTagConfidenceLogEntry;7;0.1650184
1626452514236;Model.NeuroTagConfidenceLogEntry;7;0.1143137
1626452514552;Model.NeuroTagConfidenceLogEntry;7;0.1501437
1626452514852;Model.NeuroTagConfidenceLogEntry;7;0.1776004
1626452515168;Model.NeuroTagConfidenceLogEntry;7;0.1494745
1626452515435;Model.NeuroTagConfidenceLogEntry;7;0.0610191
1626452515752;Model.NeuroTagConfidenceLogEntry;7;0.08664447
1626452516052;Model.NeuroTagConfidenceLogEntry;7;0.08160098
1626452516368;Model.NeuroTagConfidenceLogEntry;7;0.1035657
1626452516634;Model.NeuroTagConfidenceLogEntry;7;0.2710139
1626452516952;Model.NeuroTagMarkedAsTargetLogEntry;1
1626452516952;Model.NeuroTagHitLogEntry;7
1626452519301;Model.NeuroTagConfidenceLogEntry;1;0.296402
1626452519616;Model.NeuroTagConfidenceLogEntry;1;0.1291222
1626452519899;Model.NeuroTagConfidenceLogEntry;1;0.1938765
1626452520199;Model.NeuroTagConfidenceLogEntry;1;0.2182888
1626452520516;Model.NeuroTagConfidenceLogEntry;1;0.2167342
1626452520815;Model.NeuroTagConfidenceLogEntry;1;0.2500823
1626452521099;Model.NeuroTagConfidenceLogEntry;1;0.2271201
1626452521399;Model.NeuroTagConfidenceLogEntry;1;0.1485358
1626452521716;Model.NeuroTagConfidenceLogEntry;1;0.1307393
1626452521983;Model.NeuroTagConfidenceLogEntry;1;0.1184238
1626452522298;Model.NeuroTagConfidenceLogEntry;1;0.1046472
1626452522598;Model.NeuroTagConfidenceLogEntry;1;0.1224523
1626452522915;Model.NeuroTagConfidenceLogEntry;1;0.1516106
1626452523215;Model.NeuroTagConfidenceLogEntry;1;0.1105301
1626452523498;Model.NeuroTagConfidenceLogEntry;1;0.1555241
1626452523798;Model.NeuroTagConfidenceLogEntry;1;0.1750912
1626452524114;Model.NeuroTagConfidenceLogEntry;1;0.1825033
1626452524381;Model.NeuroTagConfidenceLogEntry;1;0.1341402
1626452524731;Model.NeuroTagConfidenceLogEntry;1;0.1805402
1626452524997;Model.NeuroTagConfidenceLogEntry;1;0.1943637
1626452525314;Model.NeuroTagConfidenceLogEntry;1;0.1561042
1626452525613;Model.NeuroTagConfidenceLogEntry;1;0.2074504
1626452525897;Model.NeuroTagConfidenceLogEntry;1;0.2584227
1626452526180;Model.NeuroTagConfidenceLogEntry;1;0.08906169
1626452526530;Model.NeuroTagConfidenceLogEntry;1;0.03242645
1626452526796;Model.NeuroTagConfidenceLogEntry;1;0.1258514
1626452527095;Model.NeuroTagConfidenceLogEntry;1;0.1017039
1626452527395;Model.NeuroTagConfidenceLogEntry;1;0.1123281
1626452527713;Model.NeuroTagConfidenceLogEntry;1;0.1009656
1626452528012;Model.NeuroTagConfidenceLogEntry;1;0.1248515
1626452528295;Model.NeuroTagConfidenceLogEntry;1;0.07273301
1626452528595;Model.NeuroTagConfidenceLogEntry;1;0.04309893
1626452528913;Model.NeuroTagConfidenceLogEntry;1;0.1704386
1626452529195;Model.NeuroTagConfidenceLogEntry;1;0.1673371
1626452529495;Model.NeuroTagConfidenceLogEntry;1;0.1706409
1626452529812;Model.NeuroTagConfidenceLogEntry;1;0.1475738
1626452530079;Model.NeuroTagConfidenceLogEntry;1;0.159045
1626452530394;Model.NeuroTagConfidenceLogEntry;1;0.11999
1626452530694;Model.NeuroTagConfidenceLogEntry;1;0.201698
1626452531011;Model.NeuroTagConfidenceLogEntry;1;0.2313297
1626452531278;Model.NeuroTagConfidenceLogEntry;1;0.2571949
1626452531594;Model.NeuroTagConfidenceLogEntry;1;0.2729762
1626452531912;Model.NeuroTagConfidenceLogEntry;1;0.2108443
1626452532177;Model.NeuroTagConfidenceLogEntry;1;0.1156789
1626452532527;Model.NeuroTagConfidenceLogEntry;1;0.1550133
1626452532793;Model.NeuroTagConfidenceLogEntry;1;0.1926199
1626452533110;Model.NeuroTagConfidenceLogEntry;1;0.1841079
1626452533411;Model.NeuroTagConfidenceLogEntry;1;0.1773653
1626452533693;Model.NeuroTagConfidenceLogEntry;1;0.1569514
1626452533993;Model.NeuroTagConfidenceLogEntry;1;0.1125188
1626452534310;Model.NeuroTagConfidenceLogEntry;1;0.1361031
1626452534593;Model.NeuroTagConfidenceLogEntry;1;0.1684503
1626452534893;Model.NeuroTagConfidenceLogEntry;1;0.2277073
1626452535192;Model.NeuroTagConfidenceLogEntry;1;0.2156831
1626452535510;Model.NeuroTagConfidenceLogEntry;1;0.2093156
1626452535826;Model.NeuroTagConfidenceLogEntry;1;0.240386
1626452536092;Model.NeuroTagConfidenceLogEntry;1;0.2051477
1626452536392;Model.NeuroTagConfidenceLogEntry;1;0.2319346
1626452536709;Model.NeuroTagConfidenceLogEntry;1;0.2418265
1626452536992;Model.NeuroTagConfidenceLogEntry;1;0.2934446
1626452537325;Model.NeuroTagConfidenceLogEntry;1;0.2956229
1626452537608;Model.NeuroTagConfidenceLogEntry;1;0.2457231
1626452537908;Model.NeuroTagConfidenceLogEntry;1;0.2139129
1626452538191;Model.NeuroTagConfidenceLogEntry;1;0.18551
1626452538508;Model.NeuroTagConfidenceLogEntry;1;0.1925843
1626452538808;Model.NeuroTagConfidenceLogEntry;1;0.1894069
1626452539125;Model.NeuroTagConfidenceLogEntry;1;0.1499236
1626452539391;Model.NeuroTagConfidenceLogEntry;1;0
1626452542407;Model.NeuroTagConfidenceLogEntry;1;0.03201439
1626452542725;Model.NeuroTagConfidenceLogEntry;1;0.09001949
1626452542990;Model.NeuroTagConfidenceLogEntry;1;0.08954106
1626452543306;Model.NeuroTagConfidenceLogEntry;1;0.1860888
1626452543606;Model.NeuroTagConfidenceLogEntry;1;0.2506644
1626452543889;Model.NeuroTagConfidenceLogEntry;1;0.1919206
1626452544206;Model.NeuroTagConfidenceLogEntry;1;0.1985203
1626452544505;Model.NeuroTagConfidenceLogEntry;1;0.2051387
1626452544805;Model.NeuroTagConfidenceLogEntry;1;0.1980016
1626452545122;Model.NeuroTagConfidenceLogEntry;1;0.1884073
1626452545388;Model.NeuroTagConfidenceLogEntry;1;0.1869519
1626452545704;Model.NeuroTagConfidenceLogEntry;1;0.1718457
1626452546021;Model.NeuroTagConfidenceLogEntry;1;0.1701915
1626452546287;Model.NeuroTagConfidenceLogEntry;1;0.1802752
1626452546604;Model.NeuroTagConfidenceLogEntry;1;0.2098301
1626452546905;Model.NeuroTagConfidenceLogEntry;1;0.1808205
1626452547187;Model.NeuroTagConfidenceLogEntry;1;0.165091
1626452547487;Model.NeuroTagConfidenceLogEntry;1;0.2253877
1626452547804;Model.NeuroTagConfidenceLogEntry;1;0.246266
1626452548103;Model.NeuroTagConfidenceLogEntry;1;0.2330942
1626452548420;Model.NeuroTagConfidenceLogEntry;1;0.2628178
1626452548703;Model.NeuroTagConfidenceLogEntry;1;0.1943706
1626452549003;Model.NeuroTagConfidenceLogEntry;1;0.1934506
1626452549319;Model.NeuroTagConfidenceLogEntry;1;0.2334102
1626452549603;Model.NeuroTagConfidenceLogEntry;1;0.245396
1626452549903;Model.NeuroTagConfidenceLogEntry;1;0.2482879
1626452550219;Model.NeuroTagConfidenceLogEntry;1;0.1689781
1626452550486;Model.NeuroTagConfidenceLogEntry;1;0.203044
1626452550802;Model.NeuroTagConfidenceLogEntry;1;0.2426148
1626452551102;Model.NeuroTagConfidenceLogEntry;1;0.2123002
1626452551419;Model.NeuroTagConfidenceLogEntry;1;0.2351868
1626452551685;Model.NeuroTagConfidenceLogEntry;1;0.2212579
1626452552002;Model.NeuroTagConfidenceLogEntry;1;0.1438251
1626452552318;Model.NeuroTagConfidenceLogEntry;1;0.05547195
1626452552618;Model.NeuroTagConfidenceLogEntry;1;0.1337662
1626452552934;Model.NeuroTagConfidenceLogEntry;1;0.1990855
1626452553218;Model.NeuroTagConfidenceLogEntry;1;0.1334852
1626452553484;Model.NeuroTagConfidenceLogEntry;1;0.1791731
1626452553801;Model.NeuroTagConfidenceLogEntry;1;0.1674484
1626452554118;Model.NeuroTagConfidenceLogEntry;1;0.2318892
