1625319948507;Model.NeuroTagMarkedAsTargetLogEntry;7
1625319948511;Model.SensorTelemetryLogEntry;91;91;88;88;88;88;78;89;C
1625319948511;Model.ExperimentEventLogEntry;started
1625319948520;Model.NeuroTagConfidenceLogEntry;7;0.07572542
1625319948854;Model.NeuroTagConfidenceLogEntry;7;0.01045323
1625319949137;Model.NeuroTagConfidenceLogEntry;7;0.002531895
1625319949437;Model.NeuroTagConfidenceLogEntry;7;0
1625319950636;Model.NeuroTagConfidenceLogEntry;7;0.0009685571
1625319950919;Model.NeuroTagConfidenceLogEntry;7;0.01894078
1625319951252;Model.NeuroTagConfidenceLogEntry;7;0.07996821
1625319951535;Model.NeuroTagConfidenceLogEntry;7;0.119953
1625319951819;Model.NeuroTagConfidenceLogEntry;7;0.2291379
1625319952136;Model.NeuroTagConfidenceLogEntry;7;0.2247202
1625319952435;Model.NeuroTagConfidenceLogEntry;7;0.2729041
1625319952719;Model.NeuroTagMarkedAsTargetLogEntry;2
1625319952719;Model.NeuroTagHitLogEntry;7
1625319955084;Model.NeuroTagConfidenceLogEntry;2;0.1501026
1625319955384;Model.NeuroTagConfidenceLogEntry;2;0.1184903
1625319955667;Model.NeuroTagConfidenceLogEntry;2;0.1014576
1625319956001;Model.NeuroTagConfidenceLogEntry;2;0.1163939
1625319956283;Model.NeuroTagConfidenceLogEntry;2;0.1163039
1625319956584;Model.NeuroTagConfidenceLogEntry;2;0.1276797
1625319956866;Model.NeuroTagConfidenceLogEntry;2;0.2378935
1625319957200;Model.NeuroTagConfidenceLogEntry;2;0.1503491
1625319957483;Model.NeuroTagConfidenceLogEntry;2;0.06961861
1625319957783;Model.NeuroTagConfidenceLogEntry;2;0.1094323
1625319958066;Model.NeuroTagConfidenceLogEntry;2;0.1689276
1625319958400;Model.NeuroTagConfidenceLogEntry;2;0.245134
1625319958682;Model.NeuroTagConfidenceLogEntry;2;0.1907347
1625319958982;Model.NeuroTagConfidenceLogEntry;2;0.2203516
1625319959282;Model.NeuroTagConfidenceLogEntry;2;0.1682168
1625319959565;Model.NeuroTagConfidenceLogEntry;2;0.1253443
1625319959898;Model.NeuroTagConfidenceLogEntry;2;0.1319252
1625319960182;Model.NeuroTagConfidenceLogEntry;2;0.08401811
1625319960465;Model.NeuroTagConfidenceLogEntry;2;0.09017218
1625319960799;Model.NeuroTagConfidenceLogEntry;2;0.05929071
1625319961081;Model.NeuroTagConfidenceLogEntry;2;0.1239545
1625319961381;Model.NeuroTagConfidenceLogEntry;2;0.1202244
1625319961681;Model.NeuroTagConfidenceLogEntry;2;0.1266177
1625319961997;Model.NeuroTagConfidenceLogEntry;2;0.2670549
1625319962297;Model.NeuroTagConfidenceLogEntry;2;0.2931546
1625319962581;Model.NeuroTagMarkedAsTargetLogEntry;9
1625319962581;Model.NeuroTagHitLogEntry;2
1625319964913;Model.NeuroTagConfidenceLogEntry;9;0.08587506
1625319965213;Model.NeuroTagConfidenceLogEntry;9;0.2483276
1625319965530;Model.NeuroTagConfidenceLogEntry;9;0.2494087
1625319965829;Model.NeuroTagConfidenceLogEntry;9;0.285009
1625319966112;Model.NeuroTagMarkedAsTargetLogEntry;8
1625319966113;Model.NeuroTagHitLogEntry;9
1625319968478;Model.NeuroTagMarkedAsTargetLogEntry;7
1625319968478;Model.NeuroTagHitLogEntry;8
1625319970827;Model.NeuroTagConfidenceLogEntry;7;0.1371152
1625319971143;Model.NeuroTagConfidenceLogEntry;7;0.09115438
1625319971443;Model.NeuroTagConfidenceLogEntry;7;0.08570056
1625319971726;Model.NeuroTagConfidenceLogEntry;7;0.06536984
1625319972026;Model.NeuroTagConfidenceLogEntry;7;0.04750082
1625319972310;Model.NeuroTagConfidenceLogEntry;7;0
1625319972926;Model.NeuroTagConfidenceLogEntry;7;0.02259723
1625319973226;Model.NeuroTagConfidenceLogEntry;7;0.04131014
1625319973509;Model.NeuroTagConfidenceLogEntry;7;0.03959304
1625319973842;Model.NeuroTagConfidenceLogEntry;7;0.09020963
1625319974126;Model.NeuroTagConfidenceLogEntry;7;0.1363617
1625319974425;Model.NeuroTagConfidenceLogEntry;7;0.194063
1625319974725;Model.NeuroTagConfidenceLogEntry;7;0.2281664
1625319975008;Model.NeuroTagConfidenceLogEntry;7;0.2455187
1625319975341;Model.NeuroTagConfidenceLogEntry;7;0.1698442
1625319975624;Model.NeuroTagConfidenceLogEntry;7;0.1867203
1625319975908;Model.NeuroTagConfidenceLogEntry;7;0.2463398
1625319976241;Model.NeuroTagConfidenceLogEntry;7;0.2212177
1625319976542;Model.NeuroTagConfidenceLogEntry;7;0.2132378
1625319976824;Model.NeuroTagConfidenceLogEntry;7;0.2187074
1625319977124;Model.NeuroTagConfidenceLogEntry;7;0.1492837
1625319977424;Model.NeuroTagConfidenceLogEntry;7;0.1516118
1625319977724;Model.NeuroTagConfidenceLogEntry;7;0.1984807
1625319978023;Model.NeuroTagConfidenceLogEntry;7;0.1890619
1625319978324;Model.NeuroTagConfidenceLogEntry;7;0.1695667
1625319978624;Model.NeuroTagConfidenceLogEntry;7;0.157941
1625319978923;Model.NeuroTagConfidenceLogEntry;7;0.2301227
1625319979223;Model.NeuroTagConfidenceLogEntry;7;0.1971208
1625319979540;Model.NeuroTagConfidenceLogEntry;7;0.2333293
1625319979840;Model.NeuroTagConfidenceLogEntry;7;0.2833222
1625319980140;Model.NeuroTagMarkedAsTargetLogEntry;1
1625319980140;Model.NeuroTagHitLogEntry;7
1625319984272;Model.NeuroTagConfidenceLogEntry;1;0.005084482
1625319984571;Model.NeuroTagConfidenceLogEntry;1;0.07805651
1625319984870;Model.NeuroTagConfidenceLogEntry;1;0.2281388
1625319985171;Model.NeuroTagConfidenceLogEntry;1;0.2928242
1625319985454;Model.NeuroTagMarkedAsTargetLogEntry;2
1625319985454;Model.NeuroTagHitLogEntry;1
1625319987836;Model.NeuroTagConfidenceLogEntry;2;0.1742586
1625319988119;Model.NeuroTagConfidenceLogEntry;2;0.1776653
1625319988436;Model.NeuroTagConfidenceLogEntry;2;0.1621623
1625319988736;Model.NeuroTagConfidenceLogEntry;2;0.1503025
1625319989018;Model.NeuroTagConfidenceLogEntry;2;0.2392289
1625319989335;Model.NeuroTagConfidenceLogEntry;2;0.1890338
1625319989635;Model.NeuroTagConfidenceLogEntry;2;0.1667116
1625319989918;Model.NeuroTagConfidenceLogEntry;2;0.1308426
1625319990251;Model.NeuroTagConfidenceLogEntry;2;0.2344814
1625319990534;Model.NeuroTagConfidenceLogEntry;2;0.2158973
1625319990818;Model.NeuroTagConfidenceLogEntry;2;0.1932241
1625319991118;Model.NeuroTagConfidenceLogEntry;2;0.2398932
1625319991434;Model.NeuroTagConfidenceLogEntry;2;0.1898404
1625319991717;Model.NeuroTagConfidenceLogEntry;2;0.2579756
1625319992017;Model.NeuroTagConfidenceLogEntry;2;0.2622638
1625319992334;Model.NeuroTagMarkedAsTargetLogEntry;7
1625319992334;Model.NeuroTagHitLogEntry;2
1625319992335;Model.NeuroTagConfidenceLogEntry;7;0.1241787
1625319994683;Model.NeuroTagConfidenceLogEntry;7;0.1461137
1625319994982;Model.NeuroTagConfidenceLogEntry;7;0.1388853
1625319995265;Model.NeuroTagConfidenceLogEntry;7;0.09516472
1625319995582;Model.NeuroTagConfidenceLogEntry;7;0.1599101
1625319995882;Model.NeuroTagConfidenceLogEntry;7;0.1623809
1625319996165;Model.NeuroTagConfidenceLogEntry;7;0.1430514
1625319996482;Model.NeuroTagConfidenceLogEntry;7;0.2156897
1625319996781;Model.NeuroTagConfidenceLogEntry;7;0.2353917
1625319997065;Model.NeuroTagConfidenceLogEntry;7;0.1322147
1625319997381;Model.NeuroTagConfidenceLogEntry;7;0.1406221
1625319997681;Model.NeuroTagConfidenceLogEntry;7;0.2283429
1625319997982;Model.NeuroTagConfidenceLogEntry;7;0.1436135
1625319998264;Model.NeuroTagConfidenceLogEntry;7;0.1437464
1625319998581;Model.NeuroTagConfidenceLogEntry;7;0.2063172
1625319998880;Model.NeuroTagConfidenceLogEntry;7;0.2664489
1625319999163;Model.NeuroTagConfidenceLogEntry;7;0.2736529
1625319999464;Model.NeuroTagConfidenceLogEntry;7;0.2938749
1625319999780;Model.NeuroTagConfidenceLogEntry;7;0.2778293
1625320000080;Model.NeuroTagConfidenceLogEntry;7;0.2694974
1625320000363;Model.NeuroTagConfidenceLogEntry;7;0.2866746
1625320000680;Model.NeuroTagMarkedAsTargetLogEntry;0
1625320000681;Model.NeuroTagHitLogEntry;7
1625320003928;Model.NeuroTagConfidenceLogEntry;0;0.03119487
1625320004212;Model.NeuroTagConfidenceLogEntry;0;0.07845544
1625320004528;Model.NeuroTagConfidenceLogEntry;0;0.1316505
1625320004828;Model.NeuroTagConfidenceLogEntry;0;0.1764642
1625320005111;Model.NeuroTagConfidenceLogEntry;0;0.2597573
1625320005445;Model.NeuroTagConfidenceLogEntry;0;0.1706247
1625320005728;Model.NeuroTagConfidenceLogEntry;0;0.1686537
1625320006011;Model.NeuroTagConfidenceLogEntry;0;0.1659926
1625320006311;Model.NeuroTagConfidenceLogEntry;0;0.2014939
1625320006627;Model.NeuroTagConfidenceLogEntry;0;0.247277
1625320006927;Model.NeuroTagConfidenceLogEntry;0;0.2574073
1625320007210;Model.NeuroTagConfidenceLogEntry;0;0.2785951
1625320007527;Model.NeuroTagConfidenceLogEntry;0;0.254532
1625320007810;Model.NeuroTagMarkedAsTargetLogEntry;8
1625320007810;Model.NeuroTagHitLogEntry;0
1625320007810;Model.NeuroTagConfidenceLogEntry;8;0.04399655
1625320010159;Model.NeuroTagConfidenceLogEntry;8;0
1625320010776;Model.NeuroTagConfidenceLogEntry;8;0.05564558
1625320011058;Model.NeuroTagConfidenceLogEntry;8;0.06086328
1625320011375;Model.NeuroTagConfidenceLogEntry;8;0.07913987
1625320011675;Model.NeuroTagConfidenceLogEntry;8;0.1994406
1625320011958;Model.NeuroTagMarkedAsTargetLogEntry;7
1625320011958;Model.NeuroTagHitLogEntry;8
1625320011958;Model.NeuroTagConfidenceLogEntry;7;0.1099605
1625320014307;Model.NeuroTagConfidenceLogEntry;7;0.1787982
1625320014606;Model.NeuroTagConfidenceLogEntry;7;0.1797554
1625320014923;Model.NeuroTagConfidenceLogEntry;7;0.2403438
1625320015223;Model.NeuroTagConfidenceLogEntry;7;0.1336615
1625320015506;Model.NeuroTagConfidenceLogEntry;7;0.1632045
1625320015840;Model.NeuroTagConfidenceLogEntry;7;0.1739566
1625320016123;Model.NeuroTagConfidenceLogEntry;7;0.1636917
1625320016406;Model.NeuroTagConfidenceLogEntry;7;0.05955515
1625320016706;Model.NeuroTagConfidenceLogEntry;7;0.03244475
1625320017022;Model.NeuroTagConfidenceLogEntry;7;0.009281149
1625320017322;Model.NeuroTagConfidenceLogEntry;7;0
