1626189353955;Model.NeuroTagMarkedAsTargetLogEntry;7
1626189353959;Model.SensorTelemetryLogEntry;92;94;98;93;96;94;97;95;B
1626189353959;Model.ExperimentEventLogEntry;started
1626189355569;Model.NeuroTagConfidenceLogEntry;7;0.08638661
1626189355851;Model.NeuroTagConfidenceLogEntry;7;0.06735322
1626189356184;Model.NeuroTagConfidenceLogEntry;7;0.1481094
1626189356468;Model.NeuroTagConfidenceLogEntry;7;0.1910678
1626189356801;Model.NeuroTagConfidenceLogEntry;7;0.2601809
1626189357051;Model.NeuroTagConfidenceLogEntry;7;0.306212
1626189357384;Model.NeuroTagConfidenceLogEntry;7;0.2763679
1626189357700;Model.NeuroTagConfidenceLogEntry;7;0.2876189
1626189357967;Model.NeuroTagConfidenceLogEntry;7;0.2928943
1626189358284;Model.NeuroTagMarkedAsTargetLogEntry;2
1626189358284;Model.NeuroTagHitLogEntry;7
1626189360632;Model.NeuroTagMarkedAsTargetLogEntry;9
1626189360633;Model.NeuroTagHitLogEntry;2
1626189362949;Model.NeuroTagMarkedAsTargetLogEntry;8
1626189362949;Model.NeuroTagHitLogEntry;9
1626189365315;Model.NeuroTagMarkedAsTargetLogEntry;7
1626189365315;Model.NeuroTagHitLogEntry;8
1626189367647;Model.NeuroTagMarkedAsTargetLogEntry;1
1626189367647;Model.NeuroTagHitLogEntry;7
1626189370028;Model.NeuroTagMarkedAsTargetLogEntry;2
1626189370029;Model.NeuroTagHitLogEntry;1
1626189370029;Model.NeuroTagConfidenceLogEntry;2;0.01304206
1626189372360;Model.NeuroTagConfidenceLogEntry;2;0.1651336
1626189372644;Model.NeuroTagConfidenceLogEntry;2;0.2348721
1626189372977;Model.NeuroTagConfidenceLogEntry;2;0.258662
1626189373243;Model.NeuroTagMarkedAsTargetLogEntry;7
1626189373244;Model.NeuroTagHitLogEntry;2
1626189373244;Model.NeuroTagConfidenceLogEntry;7;0.01220885
1626189375609;Model.NeuroTagConfidenceLogEntry;7;0.2897596
1626189375909;Model.NeuroTagMarkedAsTargetLogEntry;0
1626189375909;Model.NeuroTagHitLogEntry;7
1626189378274;Model.NeuroTagMarkedAsTargetLogEntry;8
1626189378275;Model.NeuroTagHitLogEntry;0
1626189378275;Model.NeuroTagConfidenceLogEntry;8;0.03076405
1626189380607;Model.NeuroTagMarkedAsTargetLogEntry;7
1626189380607;Model.NeuroTagHitLogEntry;8
1626189380607;Model.NeuroTagConfidenceLogEntry;7;0
1626189382923;Model.NeuroTagMarkedAsTargetLogEntry;6
1626189382923;Model.NeuroTagHitLogEntry;7
1626189385288;Model.NeuroTagMarkedAsTargetLogEntry;2
1626189385288;Model.NeuroTagHitLogEntry;6
1626189387653;Model.NeuroTagMarkedAsTargetLogEntry;6
1626189387654;Model.NeuroTagHitLogEntry;2
1626189390003;Model.NeuroTagMarkedAsTargetLogEntry;5
1626189390004;Model.NeuroTagHitLogEntry;6
1626189392335;Model.NeuroTagMarkedAsTargetLogEntry;4
1626189392337;Model.NeuroTagHitLogEntry;5
1626189394701;Model.NeuroTagMarkedAsTargetLogEntry;7
1626189394701;Model.NeuroTagHitLogEntry;4
1626189394701;Model.NeuroTagConfidenceLogEntry;7;0.1445523
1626189397033;Model.NeuroTagConfidenceLogEntry;7;0.2719516
1626189397349;Model.NeuroTagConfidenceLogEntry;7;0.2515264
1626189397649;Model.NeuroTagConfidenceLogEntry;7;0.2366548
1626189397949;Model.NeuroTagConfidenceLogEntry;7;0.2706364
1626189398233;Model.NeuroTagConfidenceLogEntry;7;0.2533475
1626189398532;Model.NeuroTagConfidenceLogEntry;7;0.2761558
1626189398866;Model.NeuroTagConfidenceLogEntry;7;0.2712748
1626189399148;Model.NeuroTagMarkedAsTargetLogEntry;2
1626189399148;Model.NeuroTagHitLogEntry;7
1626189401481;Model.NeuroTagMarkedAsTargetLogEntry;5
1626189401481;Model.NeuroTagHitLogEntry;2
1626189403829;Model.NeuroTagMarkedAsTargetLogEntry;1
1626189403829;Model.NeuroTagHitLogEntry;5
1626189406179;Model.NeuroTagMarkedAsTargetLogEntry;8
1626189406179;Model.NeuroTagHitLogEntry;1
1626189406179;Model.NeuroTagConfidenceLogEntry;8;0.04163885
1626189408527;Model.NeuroTagMarkedAsTargetLogEntry;0
1626189408528;Model.NeuroTagHitLogEntry;8
1626189410876;Model.NeuroTagMarkedAsTargetLogEntry;5
1626189410876;Model.NeuroTagHitLogEntry;0
1626189410876;Model.NeuroTagConfidenceLogEntry;5;0
1626189413225;Model.NeuroTagMarkedAsTargetLogEntry;2
1626189413225;Model.NeuroTagHitLogEntry;5
1626189415557;Model.NeuroTagMarkedAsTargetLogEntry;4
1626189415558;Model.NeuroTagHitLogEntry;2
1626189417906;Model.NeuroTagMarkedAsTargetLogEntry;8
1626189417906;Model.NeuroTagHitLogEntry;4
1626189420272;Model.NeuroTagConfidenceLogEntry;8;0.229987
1626189420588;Model.NeuroTagConfidenceLogEntry;8;0.2346235
1626189420871;Model.NeuroTagConfidenceLogEntry;8;0.2308804
1626189421188;Model.NeuroTagConfidenceLogEntry;8;0.2073944
1626189421489;Model.NeuroTagConfidenceLogEntry;8;0.2793203
1626189421759;Model.NeuroTagMarkedAsTargetLogEntry;0
1626189421759;Model.NeuroTagHitLogEntry;8
1626189424121;Model.NeuroTagMarkedAsTargetLogEntry;5
1626189424121;Model.NeuroTagHitLogEntry;0
1626189426485;Model.NeuroTagMarkedAsTargetLogEntry;3
1626189426485;Model.NeuroTagHitLogEntry;5
1626189428818;Model.NeuroTagMarkedAsTargetLogEntry;5
1626189428819;Model.NeuroTagHitLogEntry;3
1626189428819;Model.NeuroTagConfidenceLogEntry;5;0
1626189431168;Model.NeuroTagMarkedAsTargetLogEntry;2
1626189431168;Model.NeuroTagHitLogEntry;5
1626189433516;Model.NeuroTagMarkedAsTargetLogEntry;6
1626189433517;Model.NeuroTagHitLogEntry;2
1626189435865;Model.NeuroTagMarkedAsTargetLogEntry;7
1626189435865;Model.NeuroTagHitLogEntry;6
1626189438197;Model.NeuroTagMarkedAsTargetLogEntry;8
1626189438197;Model.NeuroTagHitLogEntry;7
1626189440563;Model.NeuroTagMarkedAsTargetLogEntry;3
1626189440563;Model.NeuroTagHitLogEntry;8
1626189442912;Model.NeuroTagMarkedAsTargetLogEntry;2
1626189442912;Model.NeuroTagHitLogEntry;3
1626189442912;Model.NeuroTagConfidenceLogEntry;2;0
1626189445245;Model.NeuroTagMarkedAsTargetLogEntry;7
1626189445245;Model.NeuroTagHitLogEntry;2
1626189445245;Model.NeuroTagConfidenceLogEntry;7;0.004657672
1626189447594;Model.NeuroTagMarkedAsTargetLogEntry;1
1626189447594;Model.NeuroTagHitLogEntry;7
