1625317857424;Model.NeuroTagMarkedAsTargetLogEntry;7
1625317857429;Model.SensorTelemetryLogEntry;52;77;91;71;69;82;85;51;E
1625317857429;Model.ExperimentEventLogEntry;started
1625317857671;Model.NeuroTagConfidenceLogEntry;7;0.08482194
1625317857970;Model.NeuroTagConfidenceLogEntry;7;0.08411879
1625317858253;Model.NeuroTagConfidenceLogEntry;7;0.105917
1625317858552;Model.NeuroTagConfidenceLogEntry;7;0.08609546
1625317858869;Model.NeuroTagConfidenceLogEntry;7;0.1046601
1625317859169;Model.NeuroTagConfidenceLogEntry;7;0.08453281
1625317859452;Model.NeuroTagConfidenceLogEntry;7;0.1119432
1625317859769;Model.NeuroTagConfidenceLogEntry;7;0.02667978
1625317860069;Model.NeuroTagConfidenceLogEntry;7;0.04049386
1625317860352;Model.NeuroTagConfidenceLogEntry;7;0.009420252
1625317860652;Model.NeuroTagConfidenceLogEntry;7;0.02546141
1625317860969;Model.NeuroTagConfidenceLogEntry;7;0.01444057
1625317861269;Model.NeuroTagConfidenceLogEntry;7;0.004713574
1625317861569;Model.NeuroTagConfidenceLogEntry;7;0
1625317861885;Model.NeuroTagConfidenceLogEntry;7;0.01893946
1625317862185;Model.NeuroTagConfidenceLogEntry;7;0
1625317863351;Model.NeuroTagConfidenceLogEntry;7;0.00570958
1625317863668;Model.NeuroTagConfidenceLogEntry;7;0.0153476
1625317863968;Model.NeuroTagConfidenceLogEntry;7;0.04368889
1625317864269;Model.NeuroTagConfidenceLogEntry;7;0.003154065
1625317864584;Model.NeuroTagConfidenceLogEntry;7;0
1625317864850;Model.NeuroTagConfidenceLogEntry;7;0.06589014
1625317865150;Model.NeuroTagConfidenceLogEntry;7;0.0937882
1625317865467;Model.NeuroTagConfidenceLogEntry;7;0.009598759
1625317865766;Model.NeuroTagConfidenceLogEntry;7;0.01317405
1625317866066;Model.NeuroTagConfidenceLogEntry;7;0
1625317866649;Model.NeuroTagConfidenceLogEntry;7;0.1211139
1625317866966;Model.NeuroTagConfidenceLogEntry;7;0.1861535
1625317867267;Model.NeuroTagConfidenceLogEntry;7;0.1397981
1625317867567;Model.NeuroTagConfidenceLogEntry;7;0.2037193
1625317867849;Model.NeuroTagConfidenceLogEntry;7;0.1681788
1625317868182;Model.NeuroTagConfidenceLogEntry;7;0.2188089
1625317868482;Model.NeuroTagConfidenceLogEntry;7;0.1867951
1625317868782;Model.NeuroTagConfidenceLogEntry;7;0.1804055
1625317869082;Model.NeuroTagConfidenceLogEntry;7;0.1900183
1625317869366;Model.NeuroTagConfidenceLogEntry;7;0.1339738
1625317869665;Model.NeuroTagConfidenceLogEntry;7;0.1804355
1625317869981;Model.NeuroTagConfidenceLogEntry;7;0.2388144
1625317870281;Model.NeuroTagConfidenceLogEntry;7;0.252831
1625317870581;Model.NeuroTagConfidenceLogEntry;7;0.225016
1625317870881;Model.NeuroTagConfidenceLogEntry;7;0.2398386
1625317871164;Model.NeuroTagConfidenceLogEntry;7;0.2104982
1625317871464;Model.NeuroTagConfidenceLogEntry;7;0.245117
1625317871747;Model.NeuroTagConfidenceLogEntry;7;0.2478773
1625317872080;Model.NeuroTagConfidenceLogEntry;7;0.1511914
1625317872380;Model.NeuroTagConfidenceLogEntry;7;0.1365685
1625317872664;Model.NeuroTagConfidenceLogEntry;7;0.0882397
1625317872964;Model.NeuroTagConfidenceLogEntry;7;0.01480264
1625317873246;Model.NeuroTagConfidenceLogEntry;7;0.04553682
1625317873581;Model.NeuroTagConfidenceLogEntry;7;0.01265145
1625317873879;Model.NeuroTagConfidenceLogEntry;7;0
1625317874463;Model.NeuroTagConfidenceLogEntry;7;0.02477924
1625317874779;Model.NeuroTagConfidenceLogEntry;7;0
1625317875079;Model.NeuroTagConfidenceLogEntry;7;0.002244383
1625317875363;Model.NeuroTagConfidenceLogEntry;7;0.06732861
1625317875663;Model.NeuroTagConfidenceLogEntry;7;0.1135063
1625317875962;Model.NeuroTagConfidenceLogEntry;7;0.1233268
1625317876245;Model.NeuroTagConfidenceLogEntry;7;0.1850341
1625317876579;Model.NeuroTagConfidenceLogEntry;7;0.1482228
1625317876878;Model.NeuroTagConfidenceLogEntry;7;0.07852663
1625317877162;Model.NeuroTagConfidenceLogEntry;7;0.06072675
1625317877462;Model.NeuroTagConfidenceLogEntry;7;0
1625317878662;Model.NeuroTagConfidenceLogEntry;7;0.1401068
1625317878961;Model.NeuroTagConfidenceLogEntry;7;0.1638753
1625317879277;Model.NeuroTagConfidenceLogEntry;7;0.1688548
1625317879560;Model.NeuroTagConfidenceLogEntry;7;0.1832778
1625317879877;Model.NeuroTagConfidenceLogEntry;7;0.2082685
1625317880160;Model.NeuroTagConfidenceLogEntry;7;0.1901959
1625317880492;Model.NeuroTagConfidenceLogEntry;7;0.1774752
1625317880776;Model.NeuroTagConfidenceLogEntry;7;0.1815463
1625317881076;Model.NeuroTagConfidenceLogEntry;7;0.01598352
1625317881393;Model.NeuroTagConfidenceLogEntry;7;0
1625317882559;Model.NeuroTagConfidenceLogEntry;7;0.03781902
1625317882842;Model.NeuroTagConfidenceLogEntry;7;0.06888999
1625317883175;Model.NeuroTagConfidenceLogEntry;7;0.1231905
1625317883458;Model.NeuroTagConfidenceLogEntry;7;0.06126728
1625317883758;Model.NeuroTagConfidenceLogEntry;7;0.04966484
1625317884091;Model.NeuroTagConfidenceLogEntry;7;0.07312586
1625317884374;Model.NeuroTagConfidenceLogEntry;7;0.1139122
1625317884658;Model.NeuroTagConfidenceLogEntry;7;0.1062353
1625317884959;Model.NeuroTagConfidenceLogEntry;7;0.0662085
1625317885274;Model.NeuroTagConfidenceLogEntry;7;0.05711446
1625317885557;Model.NeuroTagConfidenceLogEntry;7;0.08513131
1625317885857;Model.NeuroTagConfidenceLogEntry;7;0.1381978
1625317886157;Model.NeuroTagConfidenceLogEntry;7;0.1597508
1625317886473;Model.NeuroTagConfidenceLogEntry;7;0.2081179
1625317886757;Model.NeuroTagConfidenceLogEntry;7;0.1456844
1625317887057;Model.NeuroTagConfidenceLogEntry;7;0.2164909
1625317887373;Model.NeuroTagConfidenceLogEntry;7;0.2109354
1625317887673;Model.NeuroTagConfidenceLogEntry;7;0.207671
1625317887973;Model.NeuroTagConfidenceLogEntry;7;0.2165329
1625317888273;Model.NeuroTagConfidenceLogEntry;7;0.04520012
1625317888572;Model.NeuroTagConfidenceLogEntry;7;0.0309551
1625317888872;Model.NeuroTagConfidenceLogEntry;7;0.05324012
1625317889156;Model.NeuroTagConfidenceLogEntry;7;0.07551538
1625317889456;Model.NeuroTagConfidenceLogEntry;7;0.03559626
1625317889773;Model.NeuroTagConfidenceLogEntry;7;0.06594504
1625317890072;Model.NeuroTagConfidenceLogEntry;7;0.1117676
1625317890372;Model.NeuroTagConfidenceLogEntry;7;0.1417132
1625317890689;Model.NeuroTagConfidenceLogEntry;7;0.1229862
1625317890990;Model.NeuroTagConfidenceLogEntry;7;0.2937984
1625317891256;Model.NeuroTagConfidenceLogEntry;7;0.2550911
1625317891588;Model.NeuroTagConfidenceLogEntry;7;0.2845867
1625317891855;Model.NeuroTagConfidenceLogEntry;7;0.2702057
1625317892155;Model.NeuroTagConfidenceLogEntry;7;0.2151547
1625317892471;Model.NeuroTagConfidenceLogEntry;7;0.1798153
1625317892771;Model.NeuroTagConfidenceLogEntry;7;0.1183112
1625317893070;Model.NeuroTagConfidenceLogEntry;7;0.1295281
1625317893371;Model.NeuroTagConfidenceLogEntry;7;0.1043489
1625317893655;Model.NeuroTagConfidenceLogEntry;7;0.0834011
1625317893954;Model.NeuroTagConfidenceLogEntry;7;0.1319627
1625317894287;Model.NeuroTagConfidenceLogEntry;7;0.09707767
1625317894553;Model.NeuroTagConfidenceLogEntry;7;0.130639
1625317894853;Model.NeuroTagConfidenceLogEntry;7;0.1189385
1625317895186;Model.NeuroTagConfidenceLogEntry;7;0.08708724
1625317895453;Model.NeuroTagConfidenceLogEntry;7;0.07402753
1625317895753;Model.NeuroTagConfidenceLogEntry;7;0.1260775
1625317896070;Model.NeuroTagConfidenceLogEntry;7;0.1661377
1625317896370;Model.NeuroTagConfidenceLogEntry;7;0.1382253
1625317896669;Model.NeuroTagConfidenceLogEntry;7;0.1968909
